address	name	full_name	parent_namespace
EXTERNAL:0000016c	addFactory	SCCORE.DLL::ScCore::LiveObject::addFactory	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000016d	removeFactory	SCCORE.DLL::ScCore::LiveObject::removeFactory	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000016e	createLocal	SCCORE.DLL::ScCore::LiveObject::createLocal	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000016f	clone	SCCORE.DLL::ScCore::LiveObject::clone	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000170	initialize	SCCORE.DLL::ScCore::LiveObject::initialize	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000171	getClassName	SCCORE.DLL::ScCore::LiveObject::getClassName	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000172	getAs	SCCORE.DLL::ScCore::LiveObject::getAs	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000173	getAs	SCCORE.DLL::ScCore::LiveObject::getAs	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000174	operator==	SCCORE.DLL::ScCore::LiveObject::operator==	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000175	setData	SCCORE.DLL::ScCore::LiveObject::setData	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000176	getData	SCCORE.DLL::ScCore::LiveObject::getData	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000177	invalidate	SCCORE.DLL::ScCore::LiveObject::invalidate	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000178	revalidate	SCCORE.DLL::ScCore::LiveObject::revalidate	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000179	addComponent	SCCORE.DLL::ScCore::LiveObject::addComponent	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000017a	removeComponent	SCCORE.DLL::ScCore::LiveObject::removeComponent	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000017b	getIDForName	SCCORE.DLL::ScCore::LiveObject::getIDForName	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000017c	createIDForName	SCCORE.DLL::ScCore::LiveObject::createIDForName	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000017d	defineIDForName	SCCORE.DLL::ScCore::LiveObject::defineIDForName	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000017e	getNameForID	SCCORE.DLL::ScCore::LiveObject::getNameForID	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000017f	deleteDynamicProperties	SCCORE.DLL::ScCore::LiveObject::deleteDynamicProperties	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000180	hasOperators	SCCORE.DLL::ScCore::LiveObject::hasOperators	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000181	deleteID	SCCORE.DLL::ScCore::LiveObject::deleteID	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000182	reset	SCCORE.DLL::ScCore::LiveObject::reset	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000183	enumerate	SCCORE.DLL::ScCore::LiveObject::enumerate	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000184	getType	SCCORE.DLL::ScCore::LiveObject::getType	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000185	getClassInfo	SCCORE.DLL::ScCore::LiveObject::getClassInfo	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000186	get	SCCORE.DLL::ScCore::LiveObject::get	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000187	put	SCCORE.DLL::ScCore::LiveObject::put	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000188	call	SCCORE.DLL::ScCore::LiveObject::call	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000189	apply	SCCORE.DLL::ScCore::LiveObject::apply	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000018a	valueOf	SCCORE.DLL::ScCore::LiveObject::valueOf	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000018b	notify	SCCORE.DLL::ScCore::LiveObject::notify	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000018c	~LiveCollection	SCCORE.DLL::ScCore::LiveCollection::~LiveCollection	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:0000018d	getAs	SCCORE.DLL::ScCore::LiveCollection::getAs	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:0000018e	getAs	SCCORE.DLL::ScCore::LiveCollection::getAs	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:0000018f	getClassName	SCCORE.DLL::ScCore::LiveCollection::getClassName	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:00000190	getIDForName	SCCORE.DLL::ScCore::LiveCollection::getIDForName	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:00000191	getNameForID	SCCORE.DLL::ScCore::LiveCollection::getNameForID	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:00000192	getType	SCCORE.DLL::ScCore::LiveCollection::getType	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:00000193	enumerate	SCCORE.DLL::ScCore::LiveCollection::enumerate	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:00000194	putLength	SCCORE.DLL::ScCore::LiveCollection::putLength	SCCORE.DLL::ScCore::LiveCollection
EXTERNAL:00000195	setCurrentNamespace_r	SCCORE.DLL::ScCore::XML::setCurrentNamespace_r	SCCORE.DLL::ScCore::XML
EXTERNAL:00000196	checkSymbolSyntax	SCCORE.DLL::ScCore::XML::checkSymbolSyntax	SCCORE.DLL::ScCore::XML
EXTERNAL:00000197	parse	SCCORE.DLL::ScCore::XML::parse	SCCORE.DLL::ScCore::XML
EXTERNAL:00000198	getTypeAsString	SCCORE.DLL::ScCore::XML::getTypeAsString	SCCORE.DLL::ScCore::XML
EXTERNAL:00000199	asElementNode	SCCORE.DLL::ScCore::XML::asElementNode	SCCORE.DLL::ScCore::XML
EXTERNAL:0000019a	setNamespace	SCCORE.DLL::ScCore::XML::setNamespace	SCCORE.DLL::ScCore::XML
EXTERNAL:0000019b	setValue	SCCORE.DLL::ScCore::XML::setValue	SCCORE.DLL::ScCore::XML
EXTERNAL:0000019c	isSimple	SCCORE.DLL::ScCore::XML::isSimple	SCCORE.DLL::ScCore::XML
EXTERNAL:0000019d	contains	SCCORE.DLL::ScCore::XML::contains	SCCORE.DLL::ScCore::XML
EXTERNAL:0000019e	remove	SCCORE.DLL::ScCore::XML::remove	SCCORE.DLL::ScCore::XML
EXTERNAL:0000019f	remove	SCCORE.DLL::ScCore::XML::remove	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a0	indexOf	SCCORE.DLL::ScCore::XML::indexOf	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a1	getNS	SCCORE.DLL::ScCore::XML::getNS	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a2	removeNS	SCCORE.DLL::ScCore::XML::removeNS	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a3	put	SCCORE.DLL::ScCore::XML::put	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a4	add	SCCORE.DLL::ScCore::XML::add	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a5	descendants_r	SCCORE.DLL::ScCore::XML::descendants_r	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a6	namespaces_r	SCCORE.DLL::ScCore::XML::namespaces_r	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a7	remove	SCCORE.DLL::ScCore::XML::remove	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a8	xpath_r	SCCORE.DLL::ScCore::XML::xpath_r	SCCORE.DLL::ScCore::XML
EXTERNAL:000001a9	copy_r	SCCORE.DLL::ScCore::XML::copy_r	SCCORE.DLL::ScCore::XML
EXTERNAL:000001aa	normalize	SCCORE.DLL::ScCore::XML::normalize	SCCORE.DLL::ScCore::XML
EXTERNAL:000001ab	encodeURI	SCCORE.DLL::ScCore::String::encodeURI	SCCORE.DLL::ScCore::String
EXTERNAL:000001ac	ucmp	SCCORE.DLL::ScCore::String::ucmp	SCCORE.DLL::ScCore::String
EXTERNAL:000001ad	toLower	SCCORE.DLL::ScCore::String::toLower	SCCORE.DLL::ScCore::String
EXTERNAL:000001ae	Error	SCCORE.DLL::ScCore::Error::Error	SCCORE.DLL::ScCore::Error
EXTERNAL:000001af	isUIEnabled	SCCORE.DLL::ScCore::InitTerm::isUIEnabled	SCCORE.DLL::ScCore::InitTerm
EXTERNAL:000001b0	getParentSpec	SCCORE.DLL::ScCore::FileSpec::getParentSpec	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:000001b1	chooseFile	SCCORE.DLL::ScCore::FileSpec::chooseFile	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:000001b2	chooseSaveFile	SCCORE.DLL::ScCore::FileSpec::chooseSaveFile	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:000001b3	chooseFolder	SCCORE.DLL::ScCore::FileSpec::chooseFolder	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:000001b4	getFileSystem	SCCORE.DLL::ScCore::FileUtils::getFileSystem	SCCORE.DLL::ScCore::FileUtils
EXTERNAL:000001b5	getCurrentDir	SCCORE.DLL::ScCore::FileWrapper::getCurrentDir	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001b6	getSpecialDir	SCCORE.DLL::ScCore::FileWrapper::getSpecialDir	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001b7	FileWrapper	SCCORE.DLL::ScCore::FileWrapper::FileWrapper	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001b8	~FileWrapper	SCCORE.DLL::ScCore::FileWrapper::~FileWrapper	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001b9	getFileSpec	SCCORE.DLL::ScCore::FileWrapper::getFileSpec	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001ba	getError	SCCORE.DLL::ScCore::FileWrapper::getError	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001bb	setError	SCCORE.DLL::ScCore::FileWrapper::setError	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001bc	getCloudDoc	SCCORE.DLL::ScCore::FileWrapper::getCloudDoc	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001bd	setCloudDoc	SCCORE.DLL::ScCore::FileWrapper::setCloudDoc	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001be	getRelativeURI	SCCORE.DLL::ScCore::FileWrapper::getRelativeURI	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001bf	getRelativeURI	SCCORE.DLL::ScCore::FileWrapper::getRelativeURI	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c0	getAbsoluteURI	SCCORE.DLL::ScCore::FileWrapper::getAbsoluteURI	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c1	getPath	SCCORE.DLL::ScCore::FileWrapper::getPath	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c2	getDisplayName	SCCORE.DLL::ScCore::FileWrapper::getDisplayName	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c3	changePath	SCCORE.DLL::ScCore::FileWrapper::changePath	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c4	createAlias	SCCORE.DLL::ScCore::FileWrapper::createAlias	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c5	getAttributes	SCCORE.DLL::ScCore::FileWrapper::getAttributes	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c6	setAttributes	SCCORE.DLL::ScCore::FileWrapper::setAttributes	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c7	getFiles	SCCORE.DLL::ScCore::FileWrapper::getFiles	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c8	makeDir	SCCORE.DLL::ScCore::FileWrapper::makeDir	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001c9	rename	SCCORE.DLL::ScCore::FileWrapper::rename	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001ca	remove	SCCORE.DLL::ScCore::FileWrapper::remove	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001cb	getType	SCCORE.DLL::ScCore::FileWrapper::getType	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001cc	getCreator	SCCORE.DLL::ScCore::FileWrapper::getCreator	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001cd	getLF	SCCORE.DLL::ScCore::FileWrapper::getLF	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001ce	setLF	SCCORE.DLL::ScCore::FileWrapper::setLF	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001cf	getSize	SCCORE.DLL::ScCore::FileWrapper::getSize	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d0	setSize	SCCORE.DLL::ScCore::FileWrapper::setSize	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d1	getEncoding	SCCORE.DLL::ScCore::FileWrapper::getEncoding	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d2	setEncoding	SCCORE.DLL::ScCore::FileWrapper::setEncoding	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d3	open	SCCORE.DLL::ScCore::FileWrapper::open	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d4	close	SCCORE.DLL::ScCore::FileWrapper::close	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d5	read	SCCORE.DLL::ScCore::FileWrapper::read	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d6	readch	SCCORE.DLL::ScCore::FileWrapper::readch	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d7	readln	SCCORE.DLL::ScCore::FileWrapper::readln	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d8	eof	SCCORE.DLL::ScCore::FileWrapper::eof	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001d9	write	SCCORE.DLL::ScCore::FileWrapper::write	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001da	seek	SCCORE.DLL::ScCore::FileWrapper::seek	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001db	tell	SCCORE.DLL::ScCore::FileWrapper::tell	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001dc	copy	SCCORE.DLL::ScCore::FileWrapper::copy	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001dd	execute	SCCORE.DLL::ScCore::FileWrapper::execute	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:000001de	setNaN	SCCORE.DLL::ScCore::Variant::setNaN	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001df	call	SCCORE.DLL::ScCore::LiveObject::call	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:000001e0	replaceAll	SCCORE.DLL::ScCore::String::replaceAll	SCCORE.DLL::ScCore::String
EXTERNAL:000001e1	isSymbolChar	SCCORE.DLL::ScCore::UnicodeUtils::isSymbolChar	SCCORE.DLL::ScCore::UnicodeUtils
EXTERNAL:000001e2	isSymbolStart	SCCORE.DLL::ScCore::UnicodeUtils::isSymbolStart	SCCORE.DLL::ScCore::UnicodeUtils
EXTERNAL:000001e3	call	SCCORE.DLL::ScCore::LiveObject::call	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:000001e4	getInteger	SCCORE.DLL::ScCore::Variant::getInteger	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001e5	SimpleArray	SCCORE.DLL::ScCore::SimpleArray::SimpleArray	SCCORE.DLL::ScCore::SimpleArray
EXTERNAL:000001e6	replaceAll	SCCORE.DLL::ScCore::String::replaceAll	SCCORE.DLL::ScCore::String
EXTERNAL:000001e7	nucmp	SCCORE.DLL::ScCore::String::nucmp	SCCORE.DLL::ScCore::String
EXTERNAL:000001e8	getZString	SCCORE.DLL::ScCore::Localizer::getZString	SCCORE.DLL::ScCore::Localizer
EXTERNAL:000001e9	isDST	SCCORE.DLL::ScCore::Time::isDST	SCCORE.DLL::ScCore::Time
EXTERNAL:000001ea	getTimeZoneOffset	SCCORE.DLL::ScCore::Time::getTimeZoneOffset	SCCORE.DLL::ScCore::Time
EXTERNAL:000001eb	replaceAll	SCCORE.DLL::ScCore::String::replaceAll	SCCORE.DLL::ScCore::String
EXTERNAL:000001ec	scanInteger	SCCORE.DLL::ScCore::Variant::scanInteger	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001ed	setPosInfinity	SCCORE.DLL::ScCore::Variant::setPosInfinity	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001ee	localize	SCCORE.DLL::ScCore::Localizer::localize	SCCORE.DLL::ScCore::Localizer
EXTERNAL:000001ef	setMinus0	SCCORE.DLL::ScCore::Variant::setMinus0	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001f0	setNegInfinity	SCCORE.DLL::ScCore::Variant::setNegInfinity	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001f1	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001f2	replace	SCCORE.DLL::ScCore::String::replace	SCCORE.DLL::ScCore::String
EXTERNAL:000001f3	getString	SCCORE.DLL::ScCore::Variant::getString	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001f4	isValidObject	SCCORE.DLL::ScCore::Variant::isValidObject	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001f5	toXML	SCCORE.DLL::ScCore::ClassInfo::toXML	SCCORE.DLL::ScCore::ClassInfo
EXTERNAL:000001f6	convertDataTypeToString	SCCORE.DLL::ScCore::TypeInfo::convertDataTypeToString	SCCORE.DLL::ScCore::TypeInfo
EXTERNAL:000001f7	find	SCCORE.DLL::ScCore::String::find	SCCORE.DLL::ScCore::String
EXTERNAL:000001f8	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001f9	getRegExp	SCCORE.DLL::ScCore::Variant::getRegExp	SCCORE.DLL::ScCore::Variant
EXTERNAL:000001fa	getPattern	SCCORE.DLL::ScCore::RegExp::getPattern	SCCORE.DLL::ScCore::RegExp
EXTERNAL:000001fb	getFlags	SCCORE.DLL::ScCore::RegExp::getFlags	SCCORE.DLL::ScCore::RegExp
EXTERNAL:000001fc	good	SCCORE.DLL::ScCore::RegExp::good	SCCORE.DLL::ScCore::RegExp
EXTERNAL:000001fd	getCaptureLength	SCCORE.DLL::ScCore::RegExp::getCaptureLength	SCCORE.DLL::ScCore::RegExp
EXTERNAL:000001fe	getCurrentID	SCCORE.DLL::ScCore::Thread::getCurrentID	SCCORE.DLL::ScCore::Thread
EXTERNAL:000001ff	clear	SCCORE.DLL::ScCore::String::clear	SCCORE.DLL::ScCore::String
